,tweet_text,tokenized_text,Subjectivity,polarity,nb_pronouns,nb_numerals,nb_exclm,nb_ques,count_modal_verbs,count_wh_words,nb_slang,label
583,RT @wallacejnichols: Thoughts w/ our friends + colleagues in Mexico dealing w/ aftermath of powerful Hurricane Odile as new storms form htt…,"['RT', '@', 'wallacejnichols', ':', 'Thoughts', 'w/', 'friends', '+', 'colleagues', 'Mexico', 'dealing', 'w/', 'aftermath', 'powerful', 'Hurricane', 'Odile', 'new', 'storms', 'form', 'htt…']",0.7272727272727273,0.21818181818181817,1,0,0,0,0,0,0,sympathy_and_emotional_support
584,Hurricane Odile: Briton Found Dead In Mexico http://t.co/QRmuBrBL6Q,"['Hurricane', 'Odile', ':', 'Briton', 'Found', 'Dead', 'In', 'Mexico', 'http', ':', '//t.co/QRmuBrBL6Q']",0.4,-0.2,0,0,0,0,0,0,0,injured_or_dead_people
585,Looting after Hurricane Odile slams Mexico's Los Cabos resorts. Hotels damaged wood homes blown away http://t.co/Y54Gl377oL @AFP,"['Looting', 'Hurricane', 'Odile', 'slams', 'Mexico', ""'s"", 'Los', 'Cabos', 'resorts', '.', 'Hotels', 'damaged', 'wood', 'homes', 'blown', 'away', 'http', ':', '//t.co/Y54Gl377oL', '@', 'AFP']",0.0,0.0,0,0,0,0,0,0,0,infrastructure_and_utilities_damage
586,(@klk_jesusfresz) Hurricane Odile Slams Mexico's Baja California: Hurricane Odile leaves 'extensive' damage to homes ...  (@misaelfresz),"['(', '@', 'klk_jesusfresz', ')', 'Hurricane', 'Odile', 'Slams', 'Mexico', ""'s"", 'Baja', 'California', ':', 'Hurricane', 'Odile', 'leaves', ""'extensive"", ""'"", 'damage', 'homes', '...', '(', '@', 'misaelfresz', ')']",0.3333333333333333,0.0,0,0,0,0,0,0,0,infrastructure_and_utilities_damage
587,We are very saddened by the affects of this hurricane damage  to one of our favourite resort properties in Cabo... http://t.co/qY6yMfxsrf,"['We', 'saddened', 'affects', 'hurricane', 'damage', 'one', 'favourite', 'resort', 'properties', 'Cabo', '...', 'http', ':', '//t.co/qY6yMfxsrf']",0.3,0.2,2,0,0,0,0,0,0,sympathy_and_emotional_support
588,MT @TwittnRob #NeedsOdile = Suggested Hash tag for those who need to report URGENT needs related to #HurricaneOdile #Odile #hmrd via ^ac,"['MT', '@', 'TwittnRob', '#', 'NeedsOdile', '=', 'Suggested', 'Hash', 'tag', 'need', 'report', 'URGENT', 'needs', 'related', '#', 'HurricaneOdile', '#', 'Odile', '#', 'hmrd', 'via', '^ac']",0.4,0.0,0,0,0,0,0,0,0,donation_needs_or_offers_or_volunteering_services
589,"Hurricane #Odile causes ""extensive"" damage to homes hotels and businesses in Baja California - via @AP","['Hurricane', '#', 'Odile', 'causes', '``', 'extensive', ""''"", 'damage', 'homes', 'hotels', 'businesses', 'Baja', 'California', '-', 'via', '@', 'AP']",0.3333333333333333,0.0,0,0,0,0,0,0,0,infrastructure_and_utilities_damage
590,MT @NWSPhoenix: Odile will help drought a little but drought buster will need heavy snow over mountains this winter to recharge reservoirs.,"['MT', '@', 'NWSPhoenix', ':', 'Odile', 'help', 'drought', 'little', 'drought', 'buster', 'need', 'heavy', 'snow', 'mountains', 'winter', 'recharge', 'reservoirs', '.']",0.5,-0.19375,0,0,0,0,0,0,0,other_useful_information
591,RT @HumanityRoad: Westin Resort &amp; Spa Los Cabos All rooms damaged via @ColleenFerreira guests ok in hotel shelter powered by generators …,"['RT', '@', 'HumanityRoad', ':', 'Westin', 'Resort', '&', 'amp', ';', 'Spa', 'Los', 'Cabos', 'All', 'rooms', 'damaged', 'via', '@', 'ColleenFerreira', 'guests', 'ok', 'hotel', 'shelter', 'powered', 'generators', '…']",0.5,0.5,0,0,0,0,0,0,0,infrastructure_and_utilities_damage
592,wishing everyone well and be safe during cleanup in #LosCabos today after #HurricaneOdile destruction. Please be safe.,"['wishing', 'everyone', 'well', 'safe', 'cleanup', '#', 'LosCabos', 'today', '#', 'HurricaneOdile', 'destruction', '.', 'Please', 'safe', '.']",0.5,0.5,0,0,0,0,0,0,0,sympathy_and_emotional_support
593,Prayers for the folks in Cabo San Lucas this morning: http://t.co/TwcGFo4sPa #HurricaneODILE,"['Prayers', 'folks', 'Cabo', 'San', 'Lucas', 'morning', ':', 'http', ':', '//t.co/TwcGFo4sPa', '#', 'HurricaneODILE']",0.0,0.0,0,0,0,0,0,0,0,sympathy_and_emotional_support
594,From Mashable: A Path of Hurricane Odile's Destruction Seen Through Instagram: Hurricane O... http://t.co/5fzptf72na #socialmedia #news,"['From', 'Mashable', ':', 'A', 'Path', 'Hurricane', 'Odile', ""'s"", 'Destruction', 'Seen', 'Through', 'Instagram', ':', 'Hurricane', 'O', '...', 'http', ':', '//t.co/5fzptf72na', '#', 'socialmedia', '#', 'news']",0.0,0.0,0,0,0,0,0,0,0,infrastructure_and_utilities_damage
595,Prayers to all those in #HurricaneOdile,"['Prayers', '#', 'HurricaneOdile']",0.0,0.0,0,0,0,0,0,0,0,sympathy_and_emotional_support
596,CALL IN THE NATIONAL GUARD! UTAHRDED! Utah sisters plead for help for family stranded by Cabo hurricane. http://t.co/ixEXPXMYXL #utah #wtf,"['CALL', 'IN', 'THE', 'NATIONAL', 'GUARD', '!', 'UTAHRDED', '!', 'Utah', 'sisters', 'plead', 'help', 'family', 'stranded', 'Cabo', 'hurricane', '.', 'http', ':', '//t.co/ixEXPXMYXL', '#', 'utah', '#', 'wtf']",1.0,-0.5,0,0,2,0,0,0,1,donation_needs_or_offers_or_volunteering_services
597,Prayers to Baja California. Will Mexican Pres @EPN react swiftly to disaster or drag feet like he did with Hurricane Manuel #HurricaneODILE,"['Prayers', 'Baja', 'California', '.', 'Will', 'Mexican', 'Pres', '@', 'EPN', 'react', 'swiftly', 'disaster', 'drag', 'feet', 'like', 'Hurricane', 'Manuel', '#', 'HurricaneODILE']",0.035416666666666666,-0.05,1,0,0,0,1,0,0,sympathy_and_emotional_support
598,Prayers go out to all Cabo residents today! #Odile #Cabo @CabosNews,"['Prayers', 'go', 'Cabo', 'residents', 'today', '!', '#', 'Odile', '#', 'Cabo', '@', 'CabosNews']",0.0,0.0,0,0,1,0,0,0,0,sympathy_and_emotional_support
599,#Travel ALERT! #Cabo San Lucas airport is closed due to hurricane damage. #HurricaneODILE #ttot,"['#', 'Travel', 'ALERT', '!', '#', 'Cabo', 'San', 'Lucas', 'airport', 'closed', 'due', 'hurricane', 'damage', '.', '#', 'HurricaneODILE', '#', 'ttot']",0.2375,-0.1125,0,0,1,0,0,0,0,infrastructure_and_utilities_damage
600,Hurricane Odile Damages Update: Mexico's Cabo San Lucas &amp; Baja Peninsula 'Demolished' : World : Latinos Post http://t.co/wgGEeXFGIR,"['Hurricane', 'Odile', 'Damages', 'Update', ':', 'Mexico', ""'s"", 'Cabo', 'San', 'Lucas', '&', 'amp', ';', 'Baja', 'Peninsula', ""'Demolished"", ""'"", ':', 'World', ':', 'Latinos', 'Post', 'http', ':', '//t.co/wgGEeXFGIR']",0.0,0.0,0,0,0,0,0,0,0,infrastructure_and_utilities_damage
601,RT @sandiegonewz: San Diego fiance pleads for Hurricane Odile aid http://t.co/UVrK7yahCi #sandiego,"['RT', '@', 'sandiegonewz', ':', 'San', 'Diego', 'fiance', 'pleads', 'Hurricane', 'Odile', 'aid', 'http', ':', '//t.co/UVrK7yahCi', '#', 'sandiego']",0.0,0.0,0,0,0,0,0,0,0,donation_needs_or_offers_or_volunteering_services
602,Damage from #Odile: http://t.co/dr39ZZsF3Y via @iTravelCabo,"['Damage', '#', 'Odile', ':', 'http', ':', '//t.co/dr39ZZsF3Y', 'via', '@', 'iTravelCabo']",0.0,0.0,0,0,0,0,0,0,0,infrastructure_and_utilities_damage
603,RT @GMA: Residents and tourists sent to shelters as Hurricane Odile makes landfall on the southern Baja California peninsula: http://t.co/o…,"['RT', '@', 'GMA', ':', 'Residents', 'tourists', 'sent', 'shelters', 'Hurricane', 'Odile', 'makes', 'landfall', 'southern', 'Baja', 'California', 'peninsula', ':', 'http', ':', '//t.co/o…']",0.0,0.0,0,0,0,0,0,0,0,displaced_people_and_evacuations
604,RT @NWSSanDiego: So where's all the rain from #Odile going? Here's a map to help you figure that out. #cawx http://t.co/JzyS1E8cJD,"['RT', '@', 'NWSSanDiego', ':', 'So', ""'s"", 'rain', '#', 'Odile', 'going', '?', 'Here', ""'s"", 'map', 'help', 'figure', '.', '#', 'cawx', 'http', ':', '//t.co/JzyS1E8cJD']",0.0,0.0,1,0,0,1,0,0,0,infrastructure_and_utilities_damage
605,Let's Help Rebuild #BCS #RebuildBCS #LosCabos #Odile #Mexico http://t.co/MUrDjkPVnE,"['Let', ""'s"", 'Help', 'Rebuild', '#', 'BCS', '#', 'RebuildBCS', '#', 'LosCabos', '#', 'Odile', '#', 'Mexico', 'http', ':', '//t.co/MUrDjkPVnE']",0.0,0.0,0,0,0,0,0,0,0,donation_needs_or_offers_or_volunteering_services
606,World #HurricaneOdile Update: #Mexico to Airlift Tourists After Flood Destruction: CABO SAN LUCAS Mexico—The... http://t.co/tRUNQr8nJq,"['World', '#', 'HurricaneOdile', 'Update', ':', '#', 'Mexico', 'Airlift', 'Tourists', 'After', 'Flood', 'Destruction', ':', 'CABO', 'SAN', 'LUCAS', 'Mexico—The', '...', 'http', ':', '//t.co/tRUNQr8nJq']",0.0,0.0,0,0,0,0,0,0,0,infrastructure_and_utilities_damage
607,Watch Odile hit Arizona and NM on the National Weather Services’ advanced weather data display. http://t.co/xsWkO6dTxc,"['Watch', 'Odile', 'hit', 'Arizona', 'NM', 'National', 'Weather', 'Services', '’', 'advanced', 'weather', 'data', 'display', '.', 'http', ':', '//t.co/xsWkO6dTxc']",0.6,0.4,0,0,0,0,0,0,0,other_useful_information
608,Oh sweet my grandma's condo in cabo was barely damaged by the hurricane,"['Oh', 'sweet', 'grandma', ""'s"", 'condo', 'cabo', 'barely', 'damaged', 'hurricane']",0.375,0.19999999999999998,1,0,0,0,0,0,0,infrastructure_and_utilities_damage
609,RT @madisonjohns11: My thoughts are with everyone affected by hurricane Odile. Stay safe!,"['RT', '@', 'madisonjohns11', ':', 'My', 'thoughts', 'everyone', 'affected', 'hurricane', 'Odile', '.', 'Stay', 'safe', '!']",0.5,0.625,1,0,1,0,0,0,0,sympathy_and_emotional_support
610,To get the number for the State Department’s Overseas Citizen Services you can find it on my website or here on Twitter. #HurricaneODILE,"['To', 'get', 'number', 'State', 'Department', '’', 'Overseas', 'Citizen', 'Services', 'find', 'website', 'Twitter', '.', '#', 'HurricaneODILE']",0.0,0.0,3,0,0,0,0,0,0,other_useful_information
611,Hurricane Odile Leaves Trail of Destruction in Baja Peninsula http://t.co/ji8Z77iYqu #envhm14,"['Hurricane', 'Odile', 'Leaves', 'Trail', 'Destruction', 'Baja', 'Peninsula', 'http', ':', '//t.co/ji8Z77iYqu', '#', 'envhm14']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
612,Still in crisis mode. My heart aches for everyone in Cabo. The damage from this hurricane was surely not expected.,"['Still', 'crisis', 'mode', '.', 'My', 'heart', 'aches', 'everyone', 'Cabo', '.', 'The', 'damage', 'hurricane', 'surely', 'expected', '.']",0.4,0.05,1,0,0,0,0,0,0,sympathy_and_emotional_support
613,Hurricane Odile slams Mexico's Baja California: Hurricane Odile blazed a trail of destruction through Mexico's... http://t.co/e9YXdIpHzI,"['Hurricane', 'Odile', 'slams', 'Mexico', ""'s"", 'Baja', 'California', ':', 'Hurricane', 'Odile', 'blazed', 'trail', 'destruction', 'Mexico', ""'s"", '...', 'http', ':', '//t.co/e9YXdIpHzI']",0.0,0.0,0,0,0,0,0,0,0,infrastructure_and_utilities_damage
614,Hurricane Odile Leaves Path of Destruction in Mexico: U.S. Southwest braces for incoming storm as r... http://t.co/4S0vcNsYIe #hurricane,"['Hurricane', 'Odile', 'Leaves', 'Path', 'Destruction', 'Mexico', ':', 'U.S.', 'Southwest', 'braces', 'incoming', 'storm', 'r', '...', 'http', ':', '//t.co/4S0vcNsYIe', '#', 'hurricane']",0.0,0.0,0,0,0,0,0,0,0,infrastructure_and_utilities_damage
615,RT @travelxpert: #Travel ALERT! #Cabo San Lucas airport is closed due to hurricane damage. #HurricaneODILE #ttot,"['RT', '@', 'travelxpert', ':', '#', 'Travel', 'ALERT', '!', '#', 'Cabo', 'San', 'Lucas', 'airport', 'closed', 'due', 'hurricane', 'damage', '.', '#', 'HurricaneODILE', '#', 'ttot']",0.2375,-0.1125,0,0,1,0,0,0,0,infrastructure_and_utilities_damage
616,Resorts report damage from Hurricane Odile: http://t.co/zjRJNg8BJa,"['Resorts', 'report', 'damage', 'Hurricane', 'Odile', ':', 'http', ':', '//t.co/zjRJNg8BJa']",0.0,0.0,0,0,0,0,0,0,0,infrastructure_and_utilities_damage
617,Hoping everyone in BCS #mexico are ok &amp; not too much damage from #Odile,"['Hoping', 'everyone', 'BCS', '#', 'mexico', 'ok', '&', 'amp', ';', 'much', 'damage', '#', 'Odile']",0.35,0.35,0,0,0,0,0,0,0,sympathy_and_emotional_support
618,A Path of #Hurricane Odile’s Destruction Seen Through Instagram: Hurricane Odile came ashore over Cabo San Lucas… http://t.co/oz4vw5q4fm,"['A', 'Path', '#', 'Hurricane', 'Odile', '’', 'Destruction', 'Seen', 'Through', 'Instagram', ':', 'Hurricane', 'Odile', 'came', 'ashore', 'Cabo', 'San', 'Lucas…', 'http', ':', '//t.co/oz4vw5q4fm']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
619,RT @THETXEMBASSY: http://t.co/9F9MF0IEej ⚠No AidὋ2 til YOU⚠ #BringBackOurMarine ὟD @HouseForeign @GOPLeader @Outoftheboxmom @DLoesch @BuckSex…,"['RT', '@', 'THETXEMBASSY', ':', 'http', ':', '//t.co/9F9MF0IEej', '⚠No', 'AidὋ2', 'til', 'YOU⚠', '#', 'BringBackOurMarine', 'ὟD', '@', 'HouseForeign', '@', 'GOPLeader', '@', 'Outoftheboxmom', '@', 'DLoesch', '@', 'BuckSex…']",0.0,0.0,0,0,0,0,0,0,0,not_related_or_irrelevant
620,To check on loved ones in #Baja impacted by #Odile contact State Department’s Overseas Citizen Services at 1-888-407-4747,"['To', 'check', 'loved', 'ones', '#', 'Baja', 'impacted', '#', 'Odile', 'contact', 'State', 'Department', '’', 'Overseas', 'Citizen', 'Services', '1-888-407-4747']",0.8,0.7,0,0,0,0,0,0,0,other_useful_information
621,A Path Of Hurricane Odile's Destruction Seen Through Instagram http://t.co/pWcsuuMTUl #Wind #Weather #Us #Mexico #News,"['A', 'Path', 'Of', 'Hurricane', 'Odile', ""'s"", 'Destruction', 'Seen', 'Through', 'Instagram', 'http', ':', '//t.co/pWcsuuMTUl', '#', 'Wind', '#', 'Weather', '#', 'Us', '#', 'Mexico', '#', 'News']",0.0,0.0,0,0,0,0,0,0,0,infrastructure_and_utilities_damage
622,"""@iTravelCabo: Another angle of the current damage at Los Cabos airport: http://t.co/gGqBpboKKo #Odile #HurricaneODILE"" @SirChandlerBlog","['``', '@', 'iTravelCabo', ':', 'Another', 'angle', 'current', 'damage', 'Los', 'Cabos', 'airport', ':', 'http', ':', '//t.co/gGqBpboKKo', '#', 'Odile', '#', 'HurricaneODILE', ""''"", '@', 'SirChandlerBlog']",0.4,0.0,0,0,0,0,0,0,0,infrastructure_and_utilities_damage
623,RT @NHC_Alerts: Advisory #026 Watches/Warnings [kmz] - Tropical Storm ODILE (EP5/EP152014) http://t.co/WedUIbwP4i,"['RT', '@', 'NHC_Alerts', ':', 'Advisory', '#', '026', 'Watches/Warnings', '[', 'kmz', ']', '-', 'Tropical', 'Storm', 'ODILE', '(', 'EP5/EP152014', ')', 'http', ':', '//t.co/WedUIbwP4i']",0.0,0.0,0,1,0,0,0,0,0,caution_and_advice
624,RT @NHC_Alerts: Advisory #023 Watches/Warnings [kmz] - Hurricane ODILE (EP5/EP152014) http://t.co/pqy45aGhfD,"['RT', '@', 'NHC_Alerts', ':', 'Advisory', '#', '023', 'Watches/Warnings', '[', 'kmz', ']', '-', 'Hurricane', 'ODILE', '(', 'EP5/EP152014', ')', 'http', ':', '//t.co/pqy45aGhfD']",0.0,0.0,0,1,0,0,0,0,0,caution_and_advice
625,Hurricane damage is severe!  Will be heading to Cabo as soon as airports open and bringing as many… http://t.co/76i6TcBaLu,"['Hurricane', 'damage', 'severe', '!', 'Will', 'heading', 'Cabo', 'soon', 'airports', 'open', 'bringing', 'many…', 'http', ':', '//t.co/76i6TcBaLu']",0.5,0.0,0,0,1,0,1,0,0,infrastructure_and_utilities_damage
626,The pictures of the hurricane damage in cabo are not good  --&gt;   https://t.co/1NiSKjMTfC,"['The', 'pictures', 'hurricane', 'damage', 'cabo', 'good', '--', '&', 'gt', ';', 'https', ':', '//t.co/1NiSKjMTfC']",0.6000000000000001,-0.35,0,0,0,0,0,0,0,other_useful_information
627,RT @Adriansweather: Some damage pictures from Cabo as Odile's full fury made landfall. http://t.co/TuhaOStEvL,"['RT', '@', 'Adriansweather', ':', 'Some', 'damage', 'pictures', 'Cabo', 'Odile', ""'s"", 'full', 'fury', 'made', 'landfall', '.', 'http', ':', '//t.co/TuhaOStEvL']",0.55,0.35,0,0,0,0,0,0,0,infrastructure_and_utilities_damage
628,Slideshow of damages from Hurricane #Odile in Baja California Sur: http://t.co/ynyWPb4n3X,"['Slideshow', 'damages', 'Hurricane', '#', 'Odile', 'Baja', 'California', 'Sur', ':', 'http', ':', '//t.co/ynyWPb4n3X']",0.0,0.0,0,0,0,0,0,0,0,infrastructure_and_utilities_damage
629,Strongest hurricane to make landfall in #BajaCalifornia #Odile damage totals will be exceptional in the resort heavy corridor of San Lucas,"['Strongest', 'hurricane', 'make', 'landfall', '#', 'BajaCalifornia', '#', 'Odile', 'damage', 'totals', 'exceptional', 'resort', 'heavy', 'corridor', 'San', 'Lucas']",0.75,0.2333333333333333,0,0,0,0,0,0,0,infrastructure_and_utilities_damage
630,Hurricane Odile Leaves Trail of Destruction in Baja Peninsula http://t.co/jDShrkhUlG,"['Hurricane', 'Odile', 'Leaves', 'Trail', 'Destruction', 'Baja', 'Peninsula', 'http', ':', '//t.co/jDShrkhUlG']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
631,A Path of Hurricane Odile's Destruction Seen Through Instagram http://t.co/zM02UpEq6y #TalkRadiance,"['A', 'Path', 'Hurricane', 'Odile', ""'s"", 'Destruction', 'Seen', 'Through', 'Instagram', 'http', ':', '//t.co/zM02UpEq6y', '#', 'TalkRadiance']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
632,“@RedSecoy: Hurricane Odile Leaves Trail of Destruction in Baja Peninsula http://t.co/5ZnTXPOjVV” &lt;&lt; :S,"['“', '@', 'RedSecoy', ':', 'Hurricane', 'Odile', 'Leaves', 'Trail', 'Destruction', 'Baja', 'Peninsula', 'http', ':', '//t.co/5ZnTXPOjVV', '”', '&', 'lt', ';', '&', 'lt', ';', ':', 'S']",1.0,-0.25,0,0,0,0,0,0,0,infrastructure_and_utilities_damage
633,Hurricane Odile: Power Outages Still Widespread in Los Cabos; 5 Dead: Nine days after Hurricane Odi... http://t.co/hjVNwgzRGp #hurricane,"['Hurricane', 'Odile', ':', 'Power', 'Outages', 'Still', 'Widespread', 'Los', 'Cabos', ';', '5', 'Dead', ':', 'Nine', 'days', 'Hurricane', 'Odi', '...', 'http', ':', '//t.co/hjVNwgzRGp', '#', 'hurricane']",0.4,-0.2,0,1,0,0,0,0,0,injured_or_dead_people
634,This is Latest! A Path of Hurricane Odile's Destruction Seen Through Instagram: Hurricane Odile came ashore o... http://t.co/7ea6ogodYo,"['This', 'Latest', '!', 'A', 'Path', 'Hurricane', 'Odile', ""'s"", 'Destruction', 'Seen', 'Through', 'Instagram', ':', 'Hurricane', 'Odile', 'came', 'ashore', '...', 'http', ':', '//t.co/7ea6ogodYo']",0.9,0.625,0,0,1,0,0,0,0,other_useful_information
635,Thoughts and prayers go out to the people of #Cabo effected by #HurricaneOdile.  Here's a way to help! Donate here: http://t.co/dvpSkW9F6I,"['Thoughts', 'prayers', 'go', 'people', '#', 'Cabo', 'effected', '#', 'HurricaneOdile', '.', 'Here', ""'s"", 'way', 'help', '!', 'Donate', ':', 'http', ':', '//t.co/dvpSkW9F6I']",0.0,0.0,0,0,1,0,0,0,0,sympathy_and_emotional_support
636,#oddnews Hurricane Odile Slams Mexico's Baja California: Hurricane Odile leaves 'extensive' damage to homes... http://t.co/Xhq6c6rhV2,"['#', 'oddnews', 'Hurricane', 'Odile', 'Slams', 'Mexico', ""'s"", 'Baja', 'California', ':', 'Hurricane', 'Odile', 'leaves', ""'extensive"", ""'"", 'damage', 'homes', '...', 'http', ':', '//t.co/Xhq6c6rhV2']",0.3333333333333333,0.0,0,0,0,0,0,0,0,infrastructure_and_utilities_damage
637,RT @Edgespeeder06: Hurricane Odile: Power Outages Still Widespread in Los Cabos; 5 Dead… http://t.co/7C29cKPyKS #waterdamage #nj #fl,"['RT', '@', 'Edgespeeder06', ':', 'Hurricane', 'Odile', ':', 'Power', 'Outages', 'Still', 'Widespread', 'Los', 'Cabos', ';', '5', 'Dead…', 'http', ':', '//t.co/7C29cKPyKS', '#', 'waterdamage', '#', 'nj', '#', 'fl']",0.0,0.0,0,1,0,0,0,0,0,infrastructure_and_utilities_damage
638,Help animals in Baja after #HurricaneODILE Donate to the Los Cabos Humane Society http://t.co/UQpYDiB1BT #animal #rescue,"['Help', 'animals', 'Baja', '#', 'HurricaneODILE', 'Donate', 'Los', 'Cabos', 'Humane', 'Society', 'http', ':', '//t.co/UQpYDiB1BT', '#', 'animal', '#', 'rescue']",0.0,0.0,0,0,0,0,0,0,0,donation_needs_or_offers_or_volunteering_services
639,Weakened Odile heads over Mexico toward Arizona http://t.co/9KOBnN96UL #thewalkingdead,"['Weakened', 'Odile', 'heads', 'Mexico', 'toward', 'Arizona', 'http', ':', '//t.co/9KOBnN96UL', '#', 'thewalkingdead']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
640,Residents Tourists Sent to Shelters as Hurricane Odile Makes Landfall - ABC News: ABC NewsResidents Tourists Sent to Shelters as Hu...,"['Residents', 'Tourists', 'Sent', 'Shelters', 'Hurricane', 'Odile', 'Makes', 'Landfall', '-', 'ABC', 'News', ':', 'ABC', 'NewsResidents', 'Tourists', 'Sent', 'Shelters', 'Hu', '...']",0.0,0.0,0,0,0,0,0,0,0,displaced_people_and_evacuations
641,@TODAYshow We experienced #HurricaneODILE &amp; launched non-profit to help those who helped us. Pls. Share our Story: https://t.co/PotASepblx,"['@', 'TODAYshow', 'We', 'experienced', '#', 'HurricaneODILE', '&', 'amp', ';', 'launched', 'non-profit', 'help', 'helped', 'us', '.', 'Pls', '.', 'Share', 'Story', ':', 'https', ':', '//t.co/PotASepblx']",0.9,0.8,3,0,0,0,0,0,0,donation_needs_or_offers_or_volunteering_services
642,Team USA (18U) and MLB working on travel arrangements to help the team get out of Mexico. Area damaged by Hurricane Odile on Sunday night.,"['Team', 'USA', '(', '18U', ')', 'MLB', 'working', 'travel', 'arrangements', 'help', 'team', 'get', 'Mexico', '.', 'Area', 'damaged', 'Hurricane', 'Odile', 'Sunday', 'night', '.']",0.0,0.0,0,0,0,0,0,0,0,donation_needs_or_offers_or_volunteering_services
643,World #Hurricane Odile Spreads Destruction up #Mexico’s #Baja Peninsula http://t.co/QhTHXhL96Z,"['World', '#', 'Hurricane', 'Odile', 'Spreads', 'Destruction', '#', 'Mexico', '’', '#', 'Baja', 'Peninsula', 'http', ':', '//t.co/QhTHXhL96Z']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
644,Severe thunder storm and flash flood warnings in effect surrounding the Saddleback Mtns. #hurricaneodile #septemb... http://t.co/AqxkJmPiBj,"['Severe', 'thunder', 'storm', 'flash', 'flood', 'warnings', 'effect', 'surrounding', 'Saddleback', 'Mtns', '.', '#', 'hurricaneodile', '#', 'septemb', '...', 'http', ':', '//t.co/AqxkJmPiBj']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
645,Holidaymakers take shelter after Mexico is battered by Hurricane Odile http://t.co/6NNbKoERlS via @MailOnline @dfwtower,"['Holidaymakers', 'take', 'shelter', 'Mexico', 'battered', 'Hurricane', 'Odile', 'http', ':', '//t.co/6NNbKoERlS', 'via', '@', 'MailOnline', '@', 'dfwtower']",0.0,0.0,0,0,0,0,0,0,0,displaced_people_and_evacuations
646,Avast! Warnings of flash floods mudslides as Tropical Storm Odile battrs #mexico  http://t.co/Agzx99jU0l #Flashfloods #LosCabos,"['Avast', '!', 'Warnings', 'flash', 'floods', 'mudslides', 'Tropical', 'Storm', 'Odile', 'battrs', '#', 'mexico', 'http', ':', '//t.co/Agzx99jU0l', '#', 'Flashfloods', '#', 'LosCabos']",0.0,0.0,0,0,1,0,0,0,0,caution_and_advice
647,@mdonaldson1957 Or a boat. Will be chasing Odile with extreme caution.,"['@', 'mdonaldson1957', 'Or', 'boat', '.', 'Will', 'chasing', 'Odile', 'extreme', 'caution', '.']",1.0,-0.125,0,0,0,0,1,0,0,caution_and_advice
648,Our @CapellaPedregal friends need help. Donate 2 Employees Emergency Fund &amp; provide food and shelter #HurricaneODILE http://t.co/bJk5BG1Gc0,"['Our', '@', 'CapellaPedregal', 'friends', 'need', 'help', '.', 'Donate', '2', 'Employees', 'Emergency', 'Fund', '&', 'amp', ';', 'provide', 'food', 'shelter', '#', 'HurricaneODILE', 'http', ':', '//t.co/bJk5BG1Gc0']",0.0,0.0,1,1,0,0,0,0,0,donation_needs_or_offers_or_volunteering_services
649,#HurricaneODILE #Odile @ABC #Mexico When can we expect family to be rescued from #Cabo #Stranded #StephenandJULIE http://t.co/ia2jnlN28d,"['#', 'HurricaneODILE', '#', 'Odile', '@', 'ABC', '#', 'Mexico', 'When', 'expect', 'family', 'rescued', '#', 'Cabo', '#', 'Stranded', '#', 'StephenandJULIE', 'http', ':', '//t.co/ia2jnlN28d']",0.0,0.0,1,0,0,0,0,1,0,other_useful_information
650,RT @DawnGilbertson: RT @HotelChatter: Most resorts in Cabo San Lucas will be closed for the next month due to damage from Hurricane Odile h…,"['RT', '@', 'DawnGilbertson', ':', 'RT', '@', 'HotelChatter', ':', 'Most', 'resorts', 'Cabo', 'San', 'Lucas', 'closed', 'next', 'month', 'due', 'damage', 'Hurricane', 'Odile', 'h…']",0.24375,0.06875,0,0,0,0,0,0,0,other_useful_information
651,@CabosNews Prayers for all at Los Cabos. #HurricaneODILE is natures way of building a newer and better Los Cabos  and strengthen communities,"['@', 'CabosNews', 'Prayers', 'Los', 'Cabos', '.', '#', 'HurricaneODILE', 'natures', 'way', 'building', 'newer', 'better', 'Los', 'Cabos', 'strengthen', 'communities']",0.5,0.5,0,0,0,0,0,0,0,sympathy_and_emotional_support
652,BREAKING: Residents Tourists Sent to Shelters as Hurricane Odile Makes Landfall - ABC News... http://t.co/tNRuPE9zrD #Khaatumo #Khatumo,"['BREAKING', ':', 'Residents', 'Tourists', 'Sent', 'Shelters', 'Hurricane', 'Odile', 'Makes', 'Landfall', '-', 'ABC', 'News', '...', 'http', ':', '//t.co/tNRuPE9zrD', '#', 'Khaatumo', '#', 'Khatumo']",0.0,0.0,0,0,0,0,0,0,0,displaced_people_and_evacuations
653,RT @BlakeHarrington: Prayers to our friends and family in #Cabo #HurricaneODILE #LosCabos #cabosanlucas,"['RT', '@', 'BlakeHarrington', ':', 'Prayers', 'friends', 'family', '#', 'Cabo', '#', 'HurricaneODILE', '#', 'LosCabos', '#', 'cabosanlucas']",0.0,0.0,1,0,0,0,0,0,0,sympathy_and_emotional_support
