,tweet_text,tokenized_text,Subjectivity,polarity,nb_pronouns,nb_numerals,nb_exclm,nb_ques,count_modal_verbs,count_wh_words,nb_slang,label
768,RT @Mississauga411: #BREAKING Brampton hospital treating patient with Ebola-like symptoms.,"['RT', '@', 'Mississauga411', ':', '#', 'BREAKING', 'Brampton', 'hospital', 'treating', 'patient', 'Ebola-like', 'symptoms', '.']",0.0,0.0,0,0,0,0,0,0,0,treatment
769,Ebola virus disease sets off international concern - The Hindu http://t.co/n5PGPsIXH7,"['Ebola', 'virus', 'disease', 'sets', 'international', 'concern', '-', 'The', 'Hindu', 'http', ':', '//t.co/n5PGPsIXH7']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
770,RT @AskBellaWagner: Trust the CDC on Ebola but also bear in mind they thought HIV was a gay man's disease for years.,"['RT', '@', 'AskBellaWagner', ':', 'Trust', 'CDC', 'Ebola', 'also', 'bear', 'mind', 'thought', 'HIV', 'gay', 'man', ""'s"", 'disease', 'years', '.']",0.5833333333333334,0.4166666666666667,1,0,0,0,0,0,0,not_related_or_irrelevant
771,Experimental Ebola therapies raise ethical questions – USA TODAY http://t.co/OhC3vkgYEp,"['Experimental', 'Ebola', 'therapies', 'raise', 'ethical', 'questions', '–', 'USA', 'TODAY', 'http', ':', '//t.co/OhC3vkgYEp']",0.5,0.15000000000000002,0,0,0,0,0,0,0,other_useful_information
772,#InTheNews Passenger from South Sudan placed in isolation at Entebbe airport Uganda after showing Ebola-like symptoms http://t.co/X1chQ8yR51,"['#', 'InTheNews', 'Passenger', 'South', 'Sudan', 'placed', 'isolation', 'Entebbe', 'airport', 'Uganda', 'showing', 'Ebola-like', 'symptoms', 'http', ':', '//t.co/X1chQ8yR51']",0.0,0.0,0,0,0,0,0,0,0,disease_signs_or_symptoms
773,RT @FoxNews: US-built Ebola treatment centers reportedly sit empty in Liberia http://t.co/k2XiERTEaH http://t.co/Ll76qHg854,"['RT', '@', 'FoxNews', ':', 'US-built', 'Ebola', 'treatment', 'centers', 'reportedly', 'sit', 'empty', 'Liberia', 'http', ':', '//t.co/k2XiERTEaH', 'http', ':', '//t.co/Ll76qHg854']",0.5,-0.1,0,0,0,0,0,0,0,treatment
774,RT @jerome_corsi: Judicial Watch: Obama Plans to Bring #Ebola -infected Foreigners to USA for Treatment http://t.co/ua0DOM6NZS Another one …,"['RT', '@', 'jerome_corsi', ':', 'Judicial', 'Watch', ':', 'Obama', 'Plans', 'Bring', '#', 'Ebola', '-infected', 'Foreigners', 'USA', 'Treatment', 'http', ':', '//t.co/ua0DOM6NZS', 'Another', 'one', '…']",0.0,0.0,0,0,0,0,0,0,0,treatment
775,"No be small thing!!! ""@SunnySlim: Bath With Salt And Water Cure And Prevention For Ebola Was Your Take? Na wa oo salt go finish for naija""","['No', 'small', 'thing', '!', '!', '!', '``', '@', 'SunnySlim', ':', 'Bath', 'With', 'Salt', 'And', 'Water', 'Cure', 'And', 'Prevention', 'For', 'Ebola', 'Was', 'Your', 'Take', '?', 'Na', 'wa', 'oo', 'salt', 'go', 'finish', 'naija', ""''""]",0.4,-0.48828125,1,0,3,1,0,0,0,prevention
776,"RT @chocho4all: ""@vanguardngrnews: #vanguardngrnews Experts say transmission of Ebola virus by air possible http://t.co/cpdXhKFoiO"" Gobe nla","['RT', '@', 'chocho4all', ':', '``', '@', 'vanguardngrnews', ':', '#', 'vanguardngrnews', 'Experts', 'say', 'transmission', 'Ebola', 'virus', 'air', 'possible', 'http', ':', '//t.co/cpdXhKFoiO', ""''"", 'Gobe', 'nla']",1.0,0.0,0,0,0,0,0,0,0,disease_transmission
777,"RT @naxeerdankoli: ""@Questionnier: RT if you dislike the Virus ""Ebola""? #QnAFriday""everyone dislike it abi??","['RT', '@', 'naxeerdankoli', ':', '``', '@', 'Questionnier', ':', 'RT', 'dislike', 'Virus', '``', 'Ebola', ""''"", '?', '#', 'QnAFriday', ""''"", 'everyone', 'dislike', 'abi', '?', '?']",0.0,0.0,2,0,0,3,0,0,0,other_useful_information
778,ZMapp treatment on human Ebola victims was about a year ahead of schedule http://t.co/xTFSeFetWY,"['ZMapp', 'treatment', 'human', 'Ebola', 'victims', 'year', 'ahead', 'schedule', 'http', ':', '//t.co/xTFSeFetWY']",0.1,0.0,0,0,0,0,0,0,0,treatment
779,Ebola drug ZMapp raises ethical questions over who gets experimental treatment #jobs #news #career #jobsila http://t.co/wm2oRiQwVt,"['Ebola', 'drug', 'ZMapp', 'raises', 'ethical', 'questions', 'gets', 'experimental', 'treatment', '#', 'jobs', '#', 'news', '#', 'career', '#', 'jobsila', 'http', ':', '//t.co/wm2oRiQwVt']",0.5,0.15000000000000002,0,0,0,0,0,0,0,treatment
780,RT @GinaFatale: I'm uncomfortable with this Ebola virus thing the arithmetic progression the mode of transmission and the express death s…,"['RT', '@', 'GinaFatale', ':', 'I', ""'m"", 'uncomfortable', 'Ebola', 'virus', 'thing', 'arithmetic', 'progression', 'mode', 'transmission', 'express', 'death', 's…']",1.0,-0.5,1,0,0,0,0,0,0,other_useful_information
781,RT @davidshukmanbbc: Questions about handling of #Ebola cases in US - #Obama calls for medical SWAT teams http://t.co/YHz3KbQ8lw,"['RT', '@', 'davidshukmanbbc', ':', 'Questions', 'handling', '#', 'Ebola', 'cases', 'US', '-', '#', 'Obama', 'calls', 'medical', 'SWAT', 'teams', 'http', ':', '//t.co/YHz3KbQ8lw']",0.0,0.0,0,0,0,0,0,0,0,treatment
782,RT @michaelghead: Ace blog about ebola epidemiology and transmission http://t.co/zmQ7o7vOOx #ebola,"['RT', '@', 'michaelghead', ':', 'Ace', 'blog', 'ebola', 'epidemiology', 'transmission', 'http', ':', '//t.co/zmQ7o7vOOx', '#', 'ebola']",0.0,0.0,0,0,0,0,0,0,0,disease_transmission
783,RT @toptradesmen: FREEDOM OR ANARCHYCampaign of Conscience: Natural Treatments for Ebola Virus Exist Research... http://t.co/uBFK3Svsce,"['RT', '@', 'toptradesmen', ':', 'FREEDOM', 'OR', 'ANARCHYCampaign', 'Conscience', ':', 'Natural', 'Treatments', 'Ebola', 'Virus', 'Exist', 'Research', '...', 'http', ':', '//t.co/uBFK3Svsce']",0.4,0.1,0,0,0,0,0,0,0,treatment
784,RT @wkyc: The @OHdeptofhealth has set up a 24-hour hot line for Ohioans' #Ebola questions. Call 1-866-800-1404. Details HERE: http://t.co/P…,"['RT', '@', 'wkyc', ':', 'The', '@', 'OHdeptofhealth', 'set', '24-hour', 'hot', 'line', 'Ohioans', ""'"", '#', 'Ebola', 'questions', '.', 'Call', '1-866-800-1404', '.', 'Details', 'HERE', ':', 'http', ':', '//t.co/P…']",0.8500000000000001,0.25,0,0,0,0,0,0,0,other_useful_information
785,Op-Ed Contributor: In the Grip of Ebola: Liberia’s leaders first quarantined reporting not the disease. http://t.co/P9ouqs2Du9,"['Op-Ed', 'Contributor', ':', 'In', 'Grip', 'Ebola', ':', 'Liberia', '’', 'leaders', 'first', 'quarantined', 'reporting', 'disease', '.', 'http', ':', '//t.co/P9ouqs2Du9']",0.3333333333333333,0.25,0,0,0,0,0,0,0,prevention
786,RT @theOFDA: A powerful look into the @USAID #EbolaResponse from our #Ebola treatment unit with @IMC_Worldwide in #Liberia: http://t.co/rj…,"['RT', '@', 'theOFDA', ':', 'A', 'powerful', 'look', '@', 'USAID', '#', 'EbolaResponse', '#', 'Ebola', 'treatment', 'unit', '@', 'IMC_Worldwide', '#', 'Liberia', ':', 'http', ':', '//t.co/rj…']",1.0,0.3,1,0,0,0,0,0,0,treatment
787,@CDCgov Is it possible for a person to have #Ebola symptoms test negative then later test positive? Are at risk patients still monitored?,"['@', 'CDCgov', 'Is', 'possible', 'person', '#', 'Ebola', 'symptoms', 'test', 'negative', 'later', 'test', 'positive', '?', 'Are', 'risk', 'patients', 'still', 'monitored', '?']",0.48636363636363633,-0.01818181818181818,1,0,0,2,0,0,0,disease_signs_or_symptoms
788,Another Lagos Nurse shows Ebola symptoms http://t.co/KX2A05DDpe #24dailygistdotcom,"['Another', 'Lagos', 'Nurse', 'shows', 'Ebola', 'symptoms', 'http', ':', '//t.co/KX2A05DDpe', '#', '24dailygistdotcom']",0.0,0.0,0,0,0,0,0,0,0,disease_signs_or_symptoms
789,RT @AnonFatCat: RT @AnonFatCat: RT @GulpClearWater: @WHLive @WhiteHouse @FLOTUS #Ebola cure and prevention with existing #technology! It ex…,"['RT', '@', 'AnonFatCat', ':', 'RT', '@', 'AnonFatCat', ':', 'RT', '@', 'GulpClearWater', ':', '@', 'WHLive', '@', 'WhiteHouse', '@', 'FLOTUS', '#', 'Ebola', 'cure', 'prevention', 'existing', '#', 'technology', '!', 'It', 'ex…']",0.0,0.0,1,0,1,0,0,0,0,prevention
790,Speak on it. So many questions. #ebola RT @GeorgetteMcClel: @TODAYshow @MLauer Why did the CDC leave Duncan at such an incompetent hospital?,"['Speak', '.', 'So', 'many', 'questions', '.', '#', 'ebola', 'RT', '@', 'GeorgetteMcClel', ':', '@', 'TODAYshow', '@', 'MLauer', 'Why', 'CDC', 'leave', 'Duncan', 'incompetent', 'hospital', '?']",0.45555555555555555,0.05000000000000001,1,0,0,1,0,1,0,treatment
791,RT @s_chook: Abbott spends $80mil on search for MH370  But can't spend ONE CENT on Contagious disease isolation units for transport  #Ebola…,"['RT', '@', 's_chook', ':', 'Abbott', 'spends', '$', '80mil', 'search', 'MH370', 'But', 'ca', ""n't"", 'spend', 'ONE', 'CENT', 'Contagious', 'disease', 'isolation', 'units', 'transport', '#', 'Ebola…']",0.0,0.0,0,0,0,0,0,0,0,disease_transmission
792,#News ： Experimental Ebola therapies raise ethical questions - USA TODAY http://t.co/Dqqe3d7fYu #TAFS #FB100%,"['#', 'News', '：', 'Experimental', 'Ebola', 'therapies', 'raise', 'ethical', 'questions', '-', 'USA', 'TODAY', 'http', ':', '//t.co/Dqqe3d7fYu', '#', 'TAFS', '#', 'FB100', '%']",0.5,0.15000000000000002,0,0,0,0,0,0,0,treatment
793,RT @Marmel: Awesome.  A group of climate change deniers are trying to figure out the science of a disease.  We are doomed. #Ebola,"['RT', '@', 'Marmel', ':', 'Awesome', '.', 'A', 'group', 'climate', 'change', 'deniers', 'trying', 'figure', 'science', 'disease', '.', 'We', 'doomed', '.', '#', 'Ebola']",1.0,1.0,1,0,0,0,0,0,0,other_useful_information
794,ITG #ebola http://t.co/S2yHPa4qnl #ebola #virus #disease #illness #conspiracy #illuminati #newworldorder by con... http://t.co/7cuP3eT2NP,"['ITG', '#', 'ebola', 'http', ':', '//t.co/S2yHPa4qnl', '#', 'ebola', '#', 'virus', '#', 'disease', '#', 'illness', '#', 'conspiracy', '#', 'illuminati', '#', 'newworldorder', 'con', '...', 'http', ':', '//t.co/7cuP3eT2NP']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
795,RT @gatman7: Obama allowing #Ebola enterovirus other diseases criminals &amp; terrorists to spread through US with little or no precautions…,"['RT', '@', 'gatman7', ':', 'Obama', 'allowing', '#', 'Ebola', 'enterovirus', 'diseases', 'criminals', '&', 'amp', ';', 'terrorists', 'spread', 'US', 'little', 'precautions…']",0.4375,-0.15625,0,0,0,0,0,0,0,other_useful_information
796,RT @Yahoo: CDC facing questions after Dallas #Ebola nurse says she checked with them before flying: http://t.co/NqsBlLJR6l http://t.co/Cxzs…,"['RT', '@', 'Yahoo', ':', 'CDC', 'facing', 'questions', 'Dallas', '#', 'Ebola', 'nurse', 'says', 'checked', 'flying', ':', 'http', ':', '//t.co/NqsBlLJR6l', 'http', ':', '//t.co/Cxzs…']",0.0,0.0,2,0,0,0,0,0,0,affected_people
797,RT @abc7newsBayArea: Worried about #Ebola? Here's a look at the signs and symptoms according to the #CDC: http://t.co/TFlN4B8op0,"['RT', '@', 'abc7newsBayArea', ':', 'Worried', '#', 'Ebola', '?', 'Here', ""'s"", 'look', 'signs', 'symptoms', 'according', '#', 'CDC', ':', 'http', ':', '//t.co/TFlN4B8op0']",0.0,0.0,0,0,0,1,0,0,0,disease_signs_or_symptoms
798,RT @CBCAlerts: 2nd #Dallas #Ebola nurse had travelled by air a day before reporting symptoms. CDC tracking all 132 passengers: http://t.co/…,"['RT', '@', 'CBCAlerts', ':', '2nd', '#', 'Dallas', '#', 'Ebola', 'nurse', 'travelled', 'air', 'day', 'reporting', 'symptoms', '.', 'CDC', 'tracking', '132', 'passengers', ':', 'http', ':', '//t.co/…']",0.0,0.0,0,1,0,0,0,0,0,affected_people
799,EBOLA is a killer disease. Stay safe and use chlorine to wash your hands..#LiveClean,"['EBOLA', 'killer', 'disease', '.', 'Stay', 'safe', 'use', 'chlorine', 'wash', 'hands', '..', '#', 'LiveClean']",0.5,0.5,1,0,0,0,0,0,0,prevention
800,(#LosDelSonido) New York Hospital Patient Tests Negative for Ebola: New York patient who had gastrointestinal symptoms ...  (#IvanBerroa),"['(', '#', 'LosDelSonido', ')', 'New', 'York', 'Hospital', 'Patient', 'Tests', 'Negative', 'Ebola', ':', 'New', 'York', 'patient', 'gastrointestinal', 'symptoms', '...', '(', '#', 'IvanBerroa', ')']",0.43636363636363634,-0.009090909090909094,0,0,0,0,0,0,0,disease_signs_or_symptoms
801,RT @crazychihuahua6: Have to ask the question why didn't the WHO send in Public health experts when the out break started #Ebola #pmagenda,"['RT', '@', 'crazychihuahua6', ':', 'Have', 'ask', 'question', ""n't"", 'WHO', 'send', 'Public', 'health', 'experts', 'break', 'started', '#', 'Ebola', '#', 'pmagenda']",0.06666666666666667,0.0,0,0,0,0,0,1,0,other_useful_information
802,RT @CDCgov: 2nd TX health worker confirmed to have tested positive for #Ebola &amp; traveled by air 10/13 before reporting symptoms: http://t.c…,"['RT', '@', 'CDCgov', ':', '2nd', 'TX', 'health', 'worker', 'confirmed', 'tested', 'positive', '#', 'Ebola', '&', 'amp', ';', 'traveled', 'air', '10/13', 'reporting', 'symptoms', ':', 'http', ':', '//t.c…']",0.5151515151515151,0.2090909090909091,0,0,0,0,0,0,0,affected_people
803,Q&amp;A w @rjschwalb: Corruption is a permanent stain on your soul.,"['Q', '&', 'amp', ';', 'A', 'w', '@', 'rjschwalb', ':', 'Corruption', 'permanent', 'stain', 'soul', '.']",0.0,0.0,1,0,0,0,0,0,0,treatment
804,Nano Silver? Nigeria's Potential Ebola Treatment Unlikely to Work - http://t.co/zCgmR3gpKY,"['Nano', 'Silver', '?', 'Nigeria', ""'s"", 'Potential', 'Ebola', 'Treatment', 'Unlikely', 'Work', '-', 'http', ':', '//t.co/zCgmR3gpKY']",0.75,-0.25,0,0,0,1,0,0,0,treatment
805,Ebola Treatment For people with Ebola treatment involves providing relief of Ebola symptoms while the body... http://t.co/0avqdRXWWP,"['Ebola', 'Treatment', 'For', 'people', 'Ebola', 'treatment', 'involves', 'providing', 'relief', 'Ebola', 'symptoms', 'body', '...', 'http', ':', '//t.co/0avqdRXWWP']",0.0,0.0,0,0,0,0,0,0,0,treatment
806,US to Nigeria  on EBOLA – “You wont get ZMapp Now” Focus on Prevention: The American Ambassador to Nigeria J... http://t.co/RI4C6v40Py,"['US', 'Nigeria', 'EBOLA', '–', '“', 'You', 'wont', 'get', 'ZMapp', 'Now', '”', 'Focus', 'Prevention', ':', 'The', 'American', 'Ambassador', 'Nigeria', 'J', '...', 'http', ':', '//t.co/RI4C6v40Py']",0.0,0.0,2,0,0,0,0,0,0,prevention
807,BREAKING NEWS: Anonymous Doctor Releases Treatment for the Ebola Virus http://t.co/1TWzv2dtF0,"['BREAKING', 'NEWS', ':', 'Anonymous', 'Doctor', 'Releases', 'Treatment', 'Ebola', 'Virus', 'http', ':', '//t.co/1TWzv2dtF0']",0.0,0.0,0,0,0,0,0,0,0,treatment
808,Early #Ebola symptoms are like flu symptoms. It's going to be a long winter with hospitals announcing everyone who has Ebola like symptoms.,"['Early', '#', 'Ebola', 'symptoms', 'like', 'flu', 'symptoms', '.', 'It', ""'s"", 'going', 'long', 'winter', 'hospitals', 'announcing', 'everyone', 'Ebola', 'like', 'symptoms', '.']",0.35,0.025,1,0,0,0,0,0,0,disease_signs_or_symptoms
809,RT @Jatsabdul: “@Fa_DiL: lol Ebola prevention measures “@mss_eff: ὣ9ὣ9ὣ9ὣ9ὣ9 @Fa_DiL: ὠ4 “@jeremyweate: Don't touch the corn! http://t.co/UKqCUe6…,"['RT', '@', 'Jatsabdul', ':', '“', '@', 'Fa_DiL', ':', 'lol', 'Ebola', 'prevention', 'measures', '“', '@', 'mss_eff', ':', 'ὣ9ὣ9ὣ9ὣ9ὣ9', '@', 'Fa_DiL', ':', 'ὠ4', '“', '@', 'jeremyweate', ':', 'Do', ""n't"", 'touch', 'corn', '!', 'http', ':', '//t.co/UKqCUe6…']",0.7,1.0,0,0,1,0,0,0,1,prevention
810,At Grayson County High School for a Suicide Prevention Benefit. http://t.co/9cBzNRgaRN,"['At', 'Grayson', 'County', 'High', 'School', 'Suicide', 'Prevention', 'Benefit', '.', 'http', ':', '//t.co/9cBzNRgaRN']",0.5399999999999999,0.16,0,0,0,0,0,0,0,prevention
811,Special Commentary Addressing the Ebola Virus Disease and Trauma - News in Sierra Leone http://t.co/QVMoBGPd9l,"['Special', 'Commentary', 'Addressing', 'Ebola', 'Virus', 'Disease', 'Trauma', '-', 'News', 'Sierra', 'Leone', 'http', ':', '//t.co/QVMoBGPd9l']",0.5714285714285714,0.35714285714285715,0,0,0,0,0,0,0,other_useful_information
812,RT @australiandr: Horror movie hype over Ebola is distracting from the real infectious disease threats http://t.co/HO4AZtxDUa #EbolaOutbreak,"['RT', '@', 'australiandr', ':', 'Horror', 'movie', 'hype', 'Ebola', 'distracting', 'real', 'infectious', 'disease', 'threats', 'http', ':', '//t.co/HO4AZtxDUa', '#', 'EbolaOutbreak']",0.30000000000000004,0.2,0,0,0,0,0,0,0,other_useful_information
813,CDC Concerned About Airborne Transmission of Ebola Virus  http://t.co/SeqZECoFcm,"['CDC', 'Concerned', 'About', 'Airborne', 'Transmission', 'Ebola', 'Virus', 'http', ':', '//t.co/SeqZECoFcm']",0.0,0.0,0,0,0,0,0,0,0,disease_transmission
814,"@CUMALi_YILDIZ @bberwyn careful w tweeting these ominous ""signs"". Like #ebola you never know it could mean the end.","['@', 'CUMALi_YILDIZ', '@', 'bberwyn', 'careful', 'w', 'tweeting', 'ominous', '``', 'signs', ""''"", '.', 'Like', '#', 'ebola', 'never', 'know', 'could', 'mean', 'end', '.']",0.84375,-0.20625,2,0,0,0,1,0,0,not_related_or_irrelevant
815,The heroism of Doctors Without Borders medics is not in question. Their aversion to quarantine on their return is truly bizarre. #ebola,"['The', 'heroism', 'Doctors', 'Without', 'Borders', 'medics', 'question', '.', 'Their', 'aversion', 'quarantine', 'return', 'truly', 'bizarre', '.', '#', 'ebola']",0.6,0.4,2,0,0,0,0,0,0,other_useful_information
816,RT @HatefMokhtar: Patient quarantined with Ebola-like symptoms. - http://t.co/qZSjaWzbMD,"['RT', '@', 'HatefMokhtar', ':', 'Patient', 'quarantined', 'Ebola-like', 'symptoms', '.', '-', 'http', ':', '//t.co/qZSjaWzbMD']",0.0,0.0,0,0,0,0,0,0,0,disease_signs_or_symptoms
817,(#LosDelSonido) Inside the Ward Designed to Treat Ebola Patients: Deadly disease has infected more than 1700 since March.  (#JhonsonFresz),"['(', '#', 'LosDelSonido', ')', 'Inside', 'Ward', 'Designed', 'Treat', 'Ebola', 'Patients', ':', 'Deadly', 'disease', 'infected', '1700', 'since', 'March', '.', '(', '#', 'JhonsonFresz', ')']",0.45,0.15,0,1,0,0,0,0,0,affected_people
818,Ya know somehow can’t believe CDC going on high alert just about Ebola. Govt sending people with diseases you never heard of all over US,"['Ya', 'know', 'somehow', '’', 'believe', 'CDC', 'going', 'high', 'alert', 'Ebola', '.', 'Govt', 'sending', 'people', 'diseases', 'never', 'heard', 'US']",0.5399999999999999,0.16,1,0,0,0,0,0,0,other_useful_information
819,@patanjali_yog EBOLA virus 4m Africa continent is posing danger 2 d world We r looking towards Patanjali 4 Ayurvedic remedy 2 this disease,"['@', 'patanjali_yog', 'EBOLA', 'virus', '4m', 'Africa', 'continent', 'posing', 'danger', '2', 'world', 'We', 'r', 'looking', 'towards', 'Patanjali', '4', 'Ayurvedic', 'remedy', '2', 'disease']",0.0,0.0,1,3,0,0,0,0,0,other_useful_information
820,Nina Pham's boyfriend has #Ebola symptoms amid rumors that 5 others are quarantined as well. Let the socialist misinformation campaign begin,"['Nina', 'Pham', ""'s"", 'boyfriend', '#', 'Ebola', 'symptoms', 'amid', 'rumors', '5', 'others', 'quarantined', 'well', '.', 'Let', 'socialist', 'misinformation', 'campaign', 'begin']",0.0,0.0,0,1,0,0,0,0,0,affected_people
821,#EBOLA OUTBREAK: US Regulator approves drug for human treatment http://t.co/sq1f6baAnR,"['#', 'EBOLA', 'OUTBREAK', ':', 'US', 'Regulator', 'approves', 'drug', 'human', 'treatment', 'http', ':', '//t.co/sq1f6baAnR']",0.1,0.0,0,0,0,0,0,0,0,treatment
822,UNIT9 http://t.co/Un9ruhtqHA - Check http://t.co/TcSi2rLINH for more #BroadcastDesignStudios,"['UNIT9', 'http', ':', '//t.co/Un9ruhtqHA', '-', 'Check', 'http', ':', '//t.co/TcSi2rLINH', '#', 'BroadcastDesignStudios']",0.5,0.5,0,0,0,0,0,0,0,not_related_or_irrelevant
823,RT @TheWeirdWorld: Here are the #Ebola symptoms.. http://t.co/2vXbWYanCc,"['RT', '@', 'TheWeirdWorld', ':', 'Here', '#', 'Ebola', 'symptoms', '..', 'http', ':', '//t.co/2vXbWYanCc']",0.0,0.0,0,0,0,0,0,0,0,disease_signs_or_symptoms
824,Ebola hearing details real risks of deadly disease hitting U.S. http://t.co/whpih2SbSA,"['Ebola', 'hearing', 'details', 'real', 'risks', 'deadly', 'disease', 'hitting', 'U.S.', 'http', ':', '//t.co/whpih2SbSA']",0.35000000000000003,0.0,0,0,0,0,0,0,0,other_useful_information
825,RT @USABillOfRights: Infectious Disease Specialist: #EbolaCzar ‘Stagecraft &amp; Politics’ http://t.co/fdqliFsXN5 #EBOLA #EbolaOutbreak http://…,"['RT', '@', 'USABillOfRights', ':', 'Infectious', 'Disease', 'Specialist', ':', '#', 'EbolaCzar', '‘', 'Stagecraft', '&', 'amp', ';', 'Politics', '’', 'http', ':', '//t.co/fdqliFsXN5', '#', 'EBOLA', '#', 'EbolaOutbreak', 'http', ':', '//…']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
826,RT @Texastweetybird: @exjon @mimimayesTN @BarackObama Obama is bringing more infected #Ebola foreigners to America for treatment!!!  #BanTh…,"['RT', '@', 'Texastweetybird', ':', '@', 'exjon', '@', 'mimimayesTN', '@', 'BarackObama', 'Obama', 'bringing', 'infected', '#', 'Ebola', 'foreigners', 'America', 'treatment', '!', '!', '!', '#', 'BanTh…']",0.5,0.9765625,0,0,3,0,0,0,0,treatment
827,RT @Hilary_TV: #Ebola discussions in the legislative meeting this morning. Lots of questions. #arleg http://t.co/NZl4Oj33Fh,"['RT', '@', 'Hilary_TV', ':', '#', 'Ebola', 'discussions', 'legislative', 'meeting', 'morning', '.', 'Lots', 'questions', '.', '#', 'arleg', 'http', ':', '//t.co/NZl4Oj33Fh']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
828,RT @PopWrapped: #Ebola Strikes Again: Texas Nurse Tests Positive For Fatal Disease (STORY) http://t.co/Gcu8h2GHVy http://t.co/GrlGbYfQVY,"['RT', '@', 'PopWrapped', ':', '#', 'Ebola', 'Strikes', 'Again', ':', 'Texas', 'Nurse', 'Tests', 'Positive', 'For', 'Fatal', 'Disease', '(', 'STORY', ')', 'http', ':', '//t.co/Gcu8h2GHVy', 'http', ':', '//t.co/GrlGbYfQVY']",0.5454545454545454,0.22727272727272727,0,0,0,0,0,0,0,treatment
829,RT @Mizzflav: At the airport they ask if you've been near someone with ebola or if you have the symptomsso we are basing the test on peopl…,"['RT', '@', 'Mizzflav', ':', 'At', 'airport', 'ask', ""'ve"", 'near', 'someone', 'ebola', 'symptomsso', 'basing', 'test', 'peopl…']",0.4,0.1,4,0,0,0,0,0,0,other_useful_information
830,RT @fbnewswire: Page of a hospital in Canada where a patient who visited Nigeria was brought in with flu-like symptoms. https://t.co/gXz…,"['RT', '@', 'fbnewswire', ':', 'Page', 'hospital', 'Canada', 'patient', 'visited', 'Nigeria', 'brought', 'flu-like', 'symptoms', '.', 'https', ':', '//t.co/gXz…']",0.0,0.0,0,0,0,0,0,0,0,disease_signs_or_symptoms
831,Nurses are not fearmongering; seeking to eradicate this fear disease #NursesFightEbola @NationalNurses #Ebola,"['Nurses', 'fearmongering', ';', 'seeking', 'eradicate', 'fear', 'disease', '#', 'NursesFightEbola', '@', 'NationalNurses', '#', 'Ebola']",0.0,0.0,0,0,0,0,0,0,0,affected_people
832,RT @AmberBinGA: Here's a handy Venn diagram for #ebola vs. #flu symptoms. #FactsNotFear http://t.co/VhaGyAWLTG,"['RT', '@', 'AmberBinGA', ':', 'Here', ""'s"", 'handy', 'Venn', 'diagram', '#', 'ebola', 'vs.', '#', 'flu', 'symptoms', '.', '#', 'FactsNotFear', 'http', ':', '//t.co/VhaGyAWLTG']",0.9,0.6,0,0,0,0,0,0,0,disease_signs_or_symptoms
833,"A cure is found in the US RT""@Questionnier: Ebola has no cure Put it could be prevent buy bathing or drinking with Salty Warm Water.","['A', 'cure', 'found', 'US', 'RT', ""''"", '@', 'Questionnier', ':', 'Ebola', 'cure', 'Put', 'could', 'prevent', 'buy', 'bathing', 'drinking', 'Salty', 'Warm', 'Water', '.']",0.6,0.6,1,0,0,0,1,0,0,prevention
834,RT @Carydc: #Illegal Alien Disease #Epidemic – Doctors And Nurses Gagged Threatened With Arrest if They Talk http://t.co/lbQRdX5UMq,"['RT', '@', 'Carydc', ':', '#', 'Illegal', 'Alien', 'Disease', '#', 'Epidemic', '–', 'Doctors', 'And', 'Nurses', 'Gagged', 'Threatened', 'With', 'Arrest', 'They', 'Talk', 'http', ':', '//t.co/lbQRdX5UMq']",0.4166666666666667,-0.26666666666666666,1,0,0,0,0,0,0,not_related_or_irrelevant
835,WHO declares Ebola 'international health emergency' as death toll nears 1000: Warning comes after US authorities warn disease will 'i...,"['WHO', 'declares', 'Ebola', ""'international"", 'health', 'emergency', ""'"", 'death', 'toll', 'nears', '1000', ':', 'Warning', 'comes', 'US', 'authorities', 'warn', 'disease', ""'"", '...']",0.0,0.0,0,1,0,0,0,1,0,deaths_reports
836,RT @Crof: All four suspected #Ebola cases in Spain test negative for the disease http://t.co/4vKyKJJSUu,"['RT', '@', 'Crof', ':', 'All', 'four', 'suspected', '#', 'Ebola', 'cases', 'Spain', 'test', 'negative', 'disease', 'http', ':', '//t.co/4vKyKJJSUu']",0.4,-0.3,0,0,0,0,0,0,0,other_useful_information
837,RT @hunterbluegreen: The second nurse who got Ebola flew day before symptoms??? What happened to being under observation? Our handling of t…,"['RT', '@', 'hunterbluegreen', ':', 'The', 'second', 'nurse', 'got', 'Ebola', 'flew', 'day', 'symptoms', '?', '?', '?', 'What', 'happened', 'observation', '?', 'Our', 'handling', 't…']",0.0,0.0,1,0,0,4,0,1,0,affected_people
838,RT @IGC_Cameroon: #EbolaFacts Ebola is a very scary disease. It kills &amp; has no cure. Good news is  you don't have to get it. Here's how htt…,"['RT', '@', 'IGC_Cameroon', ':', '#', 'EbolaFacts', 'Ebola', 'scary', 'disease', '.', 'It', 'kills', '&', 'amp', ';', 'cure', '.', 'Good', 'news', ""n't"", 'get', '.', 'Here', ""'s"", 'htt…']",0.8,0.024999999999999967,3,0,0,0,0,0,0,disease_signs_or_symptoms
